                                             Detalle        Precio
1        PVC-EMB.BL.BASE P. ANG.K 101 3/100 - 788426  40,25 ARS
2      PVC-EMB.BL. PERN NX. ANG.K 101 3/100 - 788418  40,25 ARS
3           PVC-EMB BL.BISAG. K NX V-230491 - 788434  18,66 ARS
4        PVC-EMB.MR.BASE P. ANG.K 101 3/100 - 788423  40,25 ARS
5         PVC-EMB.MR. PERN. ANG.K 101 3/100 - 788415  40,25 ARS
6  PVC-EMB.MR.BISAG.ANG.K 101 3/100 V-230486 - 78...  18,66 ARS
7                PVC-EMB.PRENIO PVC K TITAN - 788420  40,25 ARS
8     PVC-EMB. BISAGRA PVC K R01.3 TITAN-B- - 788412  40,25 ARS
                                             Detalle        Precio
0         PVC-EMB. BIS.PVC K R01.3 TITAN-B- - 788428     18,66 ARS
1      PVC- CREM. CORR 1BUL ENT 10MM L130MM - 765437    687,18 ARS
2     PVC-CREM. COR.(R) 7/16400 1SL 2 BULON - 628429    760,78 ARS
3  PVC-CREMONA.COR.(R) 17/16 400MM 2BUL.ROTOSIL -...    760,78 ARS
4  PVC-CREMONA.COR.(R) 17/16 600 2BUL.ROTOSIL - 6...    879,34 ARS
5  PVC-CREMONA.COR.(R) 17/16 X800 2BUL.ROTOSIL - ...    899,20 ARS
6  PVC-CREMONA.COR.(R)17/16 X1000 3BUL.ROTOSIL - ...  1.106,33 ARS
7  PVC-CREMONA.COR.(R)17/16 X1200 3BUL.ROTOSIL - ...  1.247,28 ARS
8  PVC-CREMONA.COR.(R)17/16 X1800 4BUL. SIL - 628498  2.007,50 ARS
                                             Detalle        Precio
0  PVC-CREMONA.COR.(R)17/16 X1800 4BUL CON LLAVE ...  3.517,24 ARS
1  PVC-MANILLAR R-LINE+TORN.BL.R07.2 30 S/LOGO N-...    494,75 ARS
2  PVC-MANILLAR R-LINE+TORN.MR.R04.1 30 S/LOGO - ...    494,75 ARS
3  PVC-MANILLAR R-LINE+TORN.TIT.R01.3 30 S/LOGO N...    494,75 ARS
4                     PVC-TIRADOR A  BLANCO - 613226  1.924,01 ARS
5                     PVC-TIRADOR A  MARRON - 613224  1.924,01 ARS
6                     PVC-CUBETA  A  BLANCO - 605543    449,03 ARS
7                       PVC-CUBETA A MARRON - 613185    424,09 ARS
8                       PVC-TORNILLO TIPO 1 - 613173    384,81 ARS
                                             Detalle        Precio
0                      PVC-TIRADOR E BLANCO - 613243  2.088,93 ARS
1                     PVC-TIRADOR  E MARRON - 613241  2.088,93 ARS
2           PVC-TIRADOR  E  BLANCO EXTERIOR - 613217  2.088,93 ARS
3           PVC-TIRADOR  E  MARRON EXTERIOR - 613215  2.088,93 ARS
4                       PVC-TORNILLO TIPO 3 - 613181    384,81 ARS
5  PVC-MAN- UÑERO CORREDERA MARRON  RAL 8019 - 32...    802,03 ARS
6  PVC-MAN- UÑERO CORREDORA BLANCO RAL 9016 V-312...    802,03 ARS
7          PVC- UÑERO POP UP (8) E:26 NEGRO - 614295    802,03 ARS
8  PVC-MAN- UÑERO CORREDERA  BLANCO RAL 9016 N-57...    846,18 ARS
                                             Detalle        Precio
0               PVC-CERRADERO REHAU ROTOSIL - 629551    264,06 ARS
1  PVC-CERRADERO CORREDERA VEKA - EKOSOL SIL - 62...    264,06 ARS
2               PVC-RUEDA  PLASTICA 50KG 17 - 637616    406,40 ARS
3               PVC-RUEDA  PLASTICA 50KG 21 - 637617    362,24 ARS
4        PVC-RUEDA TANDEM REGULABLE 120 KGS - 615951    770,58 ARS
5                            PVC-RUEDA  200 - 603430  1.087,66 ARS
6  PVC-CALZO RUEDA 200 REHAU HIGH DESIGN SLIDE (S...    345,56 ARS
7  PVC-CALZO RUEDA 200 (TECNOCOM-VEKA-REHAU-SCHUC...    345,56 ARS
8  PVC-CILINDRO SEG. NIQUELADO S6 31X31 (62MM) - ...  1.448,91 ARS
                                             Detalle         Precio
0  PVC-COMP. PROY. S.S 200X13 FERRETIC (PAR) - 31...   1.055,28 ARS
1  PVC-COMP. PROY. S.S 275X13 FERRETIC (PAR) - 31...   1.186,83 ARS
2  PVC-COMP. PROY. S.S 350X13 FERRETIC (PAR) - 31...   1.461,65 ARS
3  PVC-COMP. PROY. S.S 400X13 FERRETIC (PAR) - 31...   2.067,33 ARS
4  PVC-COMP. PROY. S.S 500X13 FERRETIC (PAR) - 31...   2.144,89 ARS
5  PVC-COMP. PROY. S.S 600X13 FERRETIC (PAR) - 31...   3.133,41 ARS
6  PVC-H600 5/5P8 2200F2X16SIL 4V SA V-629197 - 6...   7.683,15 ARS
7    PVC- CERRADURA C500 AG35 2200 V-392380 - 776505  12.313,74 ARS
8  PVC-CILINDRO SEGURIDAD NIQUELADO S6 40X40(80MM...   1.714,91 ARS
                                             Detalle        Precio
0        PVC-MANILLA PLACA LARGA NEGRA 8/92 - 319955  3.649,75 ARS
1             PVC-JGO.MAN. LARGA TITAN 8/92 - 333215  3.649,75 ARS
2  PVC-CERRAD. CENTRAL  IZQ (REHAU-VERATEC) - 390659    737,21 ARS
3   PVC-CERRAD. CENTRAL DER (REHAU-VERATEC) - 390660    737,21 ARS
4  PVC-CERR. CENTRAL IZQ. SIL (TECNOCOM-VEKA-SCHU...    737,21 ARS
5  PVC-CERR. CENTRAL DER. SIL (TECNOCOM-VEKA-SCHU...    737,21 ARS
6      PVC-CERR. CENTRAL  INVERSORA SIL IZQ - 442055    813,83 ARS
7      PVC-CERR. CENTRAL  INVERSORA SIL DER - 442056    813,83 ARS
8  PVC-PASAD. BATIENT.PTA. ENTRA C.HERRAJE ROTOSI...    670,49 ARS
                                             Detalle        Precio
0  PVC-BIS. PUERTA PS27  14-17,5/105-39  BLANCO -...  2.803,55 ARS
1  PVC-BIS. PUERTA PS27  14-17,5/105-39 MARRON - ...  2.803,55 ARS
2  PVC-BIS.PUERTA PS23 14-17,5/85-31 MARRON - 492519  2.803,55 ARS
3  PVC-BIS. PUERTA PS23  14-17,5/85-31  BLANCO - ...  2.803,55 ARS
4    PVC-CERRADERO CORR. TECNOCOM POLIAMIDA - 771376     88,34 ARS
5       PVC-CERRADERO CORR. REHAU POLIAMIDA - 771377     88,34 ARS
6              PVC-BISAG. 150P 14-17.5 MARR - 738097  1.594,19 ARS
7  PVC-JGO.MANILLAS PLACA LARGA BLANCO 8/92 - 319954  3.649,75 ARS
8  PVC-JGO. MANILLAS PLACA LARGA MARRON 8/92 - 34...  3.649,75 ARS
                                           Detalle         Precio
0  PVC-TIRADOR INT C/ PAL CON/CILIN NEGRO - 613242   2.088,93 ARS
1           PVC-TIRADOR C/ACC INTERIOR PL - 613222   1.924,01 ARS
2                  PVC-CUBETA EXTERIOR PL - 613183     424,09 ARS
3                      PVC-PLANTILLA PS23 - 447048  13.897,15 ARS
4                      PVC-PLANTILLA PS27 - 447050  14.227,95 ARS
5       PVC- PLANTILLA BISAGRA DL-S 150 E - 628066   4.948,48 ARS
6       PVC-MANILLA UÑERO CORD COLOR INOX - 323280   1.034,68 ARS
7          PVC-LLAVE REGL.BULON SEGURIDAD - 258191   1.352,68 ARS
8     PVC-PLANTILLA PERNIO/ SOPORTE P6 NX - 788436   1.620,69 ARS
                                             Detalle         Precio
0              PVC-PLANT.BISAGRA ANGULAR NX - 788438  13.216,83 ARS
1  PVC-EMB. COMPAS K NEGRO 3/100 NT V-492345 - 82...      20,64 ARS
2  PVC-EMB. PER ANG K NEGRO 3/100 NT V-492346 - 8...      40,25 ARS
3  PVC-EMB. SOP. COMPAS K NEGRO 3/100 V-492347 - ...      55,96 ARS
4       PVC-EMB. BASE PER ANG K NEGRO 3/100 - 821926      40,25 ARS
5  PVC-EMB. BIS. CANAL K NEG 3/100 NT N-862558 - ...      78,54 ARS
6                    PVC-MAN. R-LINE NEGRAS - 794349     494,75 ARS
7                PVC-BIS. PUERTA PS23 NEGRA - 782925   2.803,55 ARS
8     PVC-MAN. PLANA 7/35MM MARRON N-485764 - 490462   1.705,13 ARS
                                             Detalle        Precio
0               PVC-BIS. 150P 14-17.5 PLATA - 768879  1.594,19 ARS
1         PVC-BIS. 150P 14-17.5 RAL9016 BCO - 738083  1.594,19 ARS
2                 PVC-CUBETA EXTERIOR NEGRO - 605551    424,09 ARS
3        PVC-GETRIEBEVERLANGERUNG 200/F2X16 - 633956  2.529,70 ARS
4               PVC-BIS. 150P 14-17.5 NEGRA - 799873  1.687,99 ARS
5   PVC-MAN- UÑERO CORREDERA  GRIS RAL 9017 - 637963  1.041,56 ARS
6  PVC-CERR. CENTRAL IZQ.SIL.VEKA SOFLINE N-39085...    726,43 ARS
7  PVC-CERR. CENTRAL DER.SIL.VECA SOFLINE N-39085...    726,43 ARS
8         PVC-MAN S PLACA LARGA DORADA 8/92 - 319953  3.649,75 ARS
                                             Detalle        Precio
0  PVC-CERR. CENTRAL IZQ.SIL.VEKA SOFT. IZQ - 390779  1.044,03 ARS
1                  PVC-TOPE CORREDERA NEGRO - 335555    274,86 ARS
2  PVC-CREMONA 2 HOJA C.V. 2001-2400 N-795484 - 2...  3.408,26 ARS
3        CREMONA ASIA OUTWARD 0-90° NEGRA - 01077500  3.071,98 ARS
4  TORNILLO CON CLIP PARA ABERTURAS DE PVC X500 U...  7.182,50 ARS
5                 PVC-TOPE CORREDERA BLANCO - 317250    274,86 ARS
6  PVC-MANILLAR R-LINE+TORN.TIT.R01.3 30 S/LOGO V...    494,75 ARS
7  PVC-MAN. R- LINE  35 3AC C/ LLAVE BLANCO V-228...  2.933,16 ARS
8  PVC-MAN. R- LINE DOS CARAS  MAR. R4.1 S. SIN L...  6.248,20 ARS
                                             Detalle        Precio
0  PVC-CREMONA.COR.(R) 17/16 240MM 2BUL.ROTOSIL -...    769,14 ARS
1  MECANISMO BIPUNTO MODENA 90 ROTO FRANK 600MM -...  1.844,29 ARS
2  PLETINA POLIAMIDA NG POR METRO ROTO FRANK - 76...    180,18 ARS
3  PVC-COMPAS  NX  500 /801-1400  IZQ 12/20/13 V-...    702,88 ARS
4  PVC-COMPAS  NX  500 /801-1400  DER 12/20/13 V-...    702,88 ARS
5  PVC-EMB.SOP. COMPAS P 6/130 BLANCO V-788386 - ...     55,96 ARS
6  PVC-CREMONA O.B. C.V. AG.8 NX  1601-2000 2E V-...  1.407,70 ARS
7  PVC-CREM. PR.CV.AG8 NX 1401-1800 4E V-260141 -...  1.693,36 ARS
8  PVC-CREMONA PRACT. CV AG. 8 NX 1801-2400 4E V-...  2.084,03 ARS
